@RELATION sander

@ATTRIBUTE feature1 NUMERIC
@ATTRIBUTE feature2 NUMERIC
@ATTRIBUTE feature3 NUMERIC
@ATTRIBUTE feature4 NUMERIC
@ATTRIBUTE feature5 NUMERIC
@ATTRIBUTE feature6 NUMERIC
@ATTRIBUTE feature7 NUMERIC
@ATTRIBUTE feature8 NUMERIC
@ATTRIBUTE feature9 NUMERIC
@ATTRIBUTE feature10 NUMERIC
@ATTRIBUTE feature11 NUMERIC
@ATTRIBUTE feature12 NUMERIC
@ATTRIBUTE feature13 NUMERIC
@ATTRIBUTE feature14 NUMERIC
@ATTRIBUTE feature15 NUMERIC
@ATTRIBUTE feature16 NUMERIC
@ATTRIBUTE feature17 NUMERIC
@ATTRIBUTE feature18 NUMERIC
@ATTRIBUTE feature19 NUMERIC
@ATTRIBUTE feature20 NUMERIC
@ATTRIBUTE feature21 NUMERIC
@ATTRIBUTE feature22 NUMERIC
@ATTRIBUTE feature23 NUMERIC
@ATTRIBUTE feature24 NUMERIC
@ATTRIBUTE feature25 NUMERIC
@ATTRIBUTE feature26 NUMERIC
@ATTRIBUTE feature27 NUMERIC
@ATTRIBUTE feature28 NUMERIC
@ATTRIBUTE feature29 NUMERIC
@ATTRIBUTE feature30 NUMERIC
@ATTRIBUTE feature31 NUMERIC
@ATTRIBUTE feature32 NUMERIC
@ATTRIBUTE feature33 NUMERIC
@ATTRIBUTE feature34 NUMERIC
@ATTRIBUTE feature35 NUMERIC
@ATTRIBUTE feature36 NUMERIC
@ATTRIBUTE feature37 NUMERIC
@ATTRIBUTE feature38 NUMERIC
@ATTRIBUTE feature39 NUMERIC
@ATTRIBUTE feature40 NUMERIC
@ATTRIBUTE feature41 NUMERIC
@ATTRIBUTE feature42 NUMERIC
@ATTRIBUTE feature43 NUMERIC
@ATTRIBUTE feature44 NUMERIC
@ATTRIBUTE feature45 NUMERIC
@ATTRIBUTE difficulty NUMERIC
@ATTRIBUTE appropriateness {0,1}
@ATTRIBUTE timestamp STRING

@DATA
12, 12, 7, 0, 0, 9, 2, 6, 0, 0, 9, 0, 2, 0, 2, 0, 4, 1, 0, 0, 7, 12, 0, 0, 1, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 20130503_121014
40, 40, 22, 0, 0, 22, 2, 20, 8, 7, 9, 0, 2, 2, 2, 4, 4, 1, 0, 1, 7, 25, 8, 0, 4, 12.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 4, 1, 20130503_121039
36, 36, 24, 0, 0, 28, 26, 19, 4, 9, 16, 0, 5, 0, 2, 2, 5, 0, 7, 0, 2, 0, 16, 2, 4, 22.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 2, 0, 0, 4, 1, 20130503_121102
39, 39, 33, 0, 0, 29, 32, 18, 5, 14, 22, 4, 8, 3, 4, 5, 7, 0, 1, 0, 3, 0, 0, 0, 0, 21.0, 0.0, 0.0, 0.0, 0.7142857142857143, 0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 20130503_121126
42, 42, 35, 0, 0, 37, 24, 28, 7, 18, 6, 7, 2, 6, 1, 6, 3, 0, 1, 0, 1, 0, 20, 2, 2, 16.0, 11.0, 6.0, 3.0, 2.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 20130503_121152
29, 29, 24, 0, 0, 20, 19, 14, 4, 5, 16, 2, 7, 3, 2, 4, 3, 0, 1, 0, 2, 0, 0, 0, 0, 15.0, 2.0, 1.0, 0.0, 1.3333333333333333, 0.0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 20130503_121209
31, 31, 27, 0, 0, 26, 12, 22, 4, 14, 12, 6, 2, 3, 2, 3, 3, 1, 1, 0, 9, 0, 0, 0, 0, 14.0, 5.0, 1.0, 3.0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 20130503_121229
19, 19, 11, 0, 0, 18, 0, 11, 2, 7, 15, 0, 4, 0, 4, 1, 0, 0, 0, 0, 6, 18, 8, 4, 1, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 1, 20130503_121243
3, 3, 0, 0, 0, 2, 1, 0, 0, 0, 12, 0, 2, 0, 2, 0, 3, 0, 0, 0, 9, 3, 0, 0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 20130503_121248
5, 5, 2, 0, 0, 6, 1, 3, 1, 0, 12, 0, 2, 0, 2, 0, 3, 0, 0, 0, 9, 5, 0, 0, 1, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 20130503_121253
